,分類,書名,作者,出版社,出版日期,優惠價,也買了
3371,考試用書,2022會計丙級技術士[學科+術科]套書：符合最新檢定規範及IFRS規定,名師作者群,千華數位文化,2022/05/27,優惠價：79折 632元,"['2022[專業科目]記帳士課文版套書：執業會計師精析解題秘笈，掌握考試脈絡!', '2022主題式會計事務(人工記帳、資訊)丙級 技能檢定術科滿分題庫：符合最新檢定規範〔會計丙級技術士〕', '2022記帳相關法規概要(包含記帳士法、商業會計法及商業會計處理準則)：系統式圖解架構整理(記帳士)', '2022記帳士課文版套書：系統式圖解架構，易懂易記!', '2022記帳士搶分小法典(含重點標示+精選試題)(三民上榜生必備)(十二版)']"
3372,考試用書,羅文國考公民最新歷屆試題詳解（5版）,"羅文,蘇桓",讀享數位,2022/06/01,優惠價：79折 442元,"['國考申論式空白作答紙(6份)', '圖解法學緒論：國家考試的第一本書(第四版)', '圖解民法：國家考試的第一本書(第四版)', '圖解憲法：國家考試的第一本書(第四版)', '2022英文題庫(高普考/地方特考/三等/四等)(總題數940題100%題題詳解)(二版)']"
3373,考試用書,老師解題-民事訴訟法-2022律師.司法官.各類特考(保成)(二版),宋定翔,志光教育保成數位出版,2022/05/31,優惠價：79折 537元,['NaN']
3374,考試用書,照顧服務員單一級技術士技能檢定學術科突破(含共同科試題本) (附示範操作QR Code),編輯小組,群英出版有限公司,2022/05/12,優惠價：9折 450元,"['單一級照顧服務員技能檢定學術科完全攻略(2020最新版)(附學科測驗卷)', '照顧服務員單一級檢定學術科應試指南(2版)', '過度努力：每個「過度」，都是傷的證明', '單一級照顧服務員技能檢定學術科完全攻略(附學科測驗卷)(2019最新版)', '威廉氏後人的好孕課：從備孕到順產，地表最懂你的婦產科名醫李毅評的14堂課', '照顧服務員單一級技術士檢定學術科必勝秘笈(二版)', '居家呼吸照護手冊(呼吸治療師、居家照顧服務員及相關醫療人員最佳照護指引)', '恆月三途 /《噤夢》']"
3375,考試用書,神拿滿級分：國文學測總複習(附題本),"張青松,澎客來,鄭慧敏",三民,2022/04/20,優惠價：95折 380元,"['神拿滿級分：英文學測總複習(附解析夾冊)', '神拿滿級分：地理學測總複習(含解答本)', '神拿滿級分：歷史學測總複習', '神拿滿級分：公民學測總複習(附解答本)', '神拿滿級分：地科學測總複習(含解答本)', '神拿滿級分：生物學測總複習', 'Dreams Coink Mini Bank 小豬造型鑰匙圈零錢包 粉紫', '我是貓：夏目漱石奠定文壇地位代表作【經典珍藏版】', '宇宙地圖(加贈「宇宙地圖星系指南」)', '10分鐘稱霸閱讀(附解答本)', '噢!原來如此 有趣的鳥類學', 'PENTEL ORENZ METAL GRIP金屬軸自動鉛筆0.2白', '噢!原來如此 有趣的天文學', '地科掌心雷(108課綱)(二版)', '最強圖解英文文法：800幅手繪概念圖，英文語感+文法一本通!', '申請入學贏在書審與面試：附：百字簡述、課程學習成果、高中自主學習計畫、多元表現綜整心得、高中學習歷程反思、就讀動機、未來學習計畫與生涯規劃、自傳、自我介紹、面試等實用範例，適用學測、統測 ：【掌握全書要領，你也可以正取前10】(2版)', '燒不盡', '不會背叛你的K書竅門：只要14天，再弱的科目都有救。韓國考生最推崇的讀書導師分享：大學、研究所、國考、證照考必備!', '我喜歡你男朋友很久了', '神拿滿級分：化學學測總複習(含解答本)']"
3376,考試用書,2022國際貿易實務重點整理+試題演練二合一奪分寶典：主題式精編各類單元考題（關務特考/國民營/經濟部/中綱/台灣菸酒/各類特考）,吳怡萱,千華數位文化,2022/05/10,優惠價：79折 442元,"['2022台電新進僱用人員[養成班][綜合行政]超效套書(速成+題庫)(關鍵重點速成+1820題庫)', '2022 絕對高分!企業管理( 含企業概論、管理學)：逐題考點解讀!〔經濟部所屬事業/台電/中油/台水/台灣菸酒/中華電信/捷運/農會〕', '法學緒論(法律常識)讀本+題庫二合一(台電新進僱員、新進職員、經濟部國營事營、各類民營考試適用)', '企業管理毅卡通 (記憶卡+心智圖+專屬影音)(台電、國民營、各類特考適用)', '2022政府採購法10日速成：10天完全攻略政府採購法(經濟部/台電/捷運/台酒/鐵路特考)']"
3377,考試用書,2023初等、地方五等[一般行政]速成套書(初考/地特五等)(贈公民小法典),三民名師群,三民輔考,2022/04/29,優惠價：75折 1365元,['臺灣水果有學問3：麻豆文旦的傳奇']
3378,考試用書,會計學概要,"孫妙雪,蔡瑞祥",高點,2022/04/25,優惠價：95折 646元,"['租稅申報實務', '記帳相關法規概要', '稅務相關法規概要', '[星巴克]酸奶洋蔥爆米花']"
3379,考試用書,法學緒論-12大常考法規-司法特考四等(保成),棋許,志光教育保成數位出版,2022/04/22,優惠價：79折 198元,['憲法─2大命題重點─司法特考四等(保成)(二版)']
3380,考試用書,【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：英文(總題數1930題),徐萍,宏典文化,2022/05/13,優惠價：79折 490元,"['【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：國文(總題數3810題)', '【最詳盡試題解析】2023全新 初考五等「歷屆題庫完全攻略」：最新公民(總題數1890題)']"
3381,考試用書,2022年自來水公司【自來水評價人員題庫制霸（共同科目三合一）】（三合一高效測驗題本．最新考題精準剖析）(7版),"胡劭安,廖震,李杰",鼎文,2022/05/16,優惠價：79折 427元,"['2022行政學概要(台電綜合行政/台水營運士行政)(收錄歷屆試題共300題，題題詳解)(九版)', '國營事業「搶分系列」【財務管理】(重點菁華複習，大量相關試題)(8版)', '國營事業「搶分系列」【英文】(國營單字片語一把罩，最新歷屆試題全解析)(15版)', '國營事業招考、自來水評價人員、台電新進僱員【法學緒論(含法律常識)題庫：精選題庫‧完全攻略】(應考題型分析.核心試題演練)(10版)', '國營事業「搶分系列」【法學緒論(含法律常識)】(PTT上榜考生強力推薦!最新試題精準解析)(11版)']"
3382,考試用書,憲法實務與學說對話解題書,嶺律師,高點,2022/05/11,優惠價：95折 523元,['憲法PLUS題型破解']
3383,考試用書,國家考試申論題作答技巧暨範例、空白模擬試卷(保成),保成,志光教育保成數位出版,2022/05/19,優惠價：95折 47元,"['逢考必中：海邊小孩變全國榜眼的考試必勝法!金牌律師小考大考都在用的高分寶典', '拆解考試的技術：輕鬆高分錄取的黃金學習頻率、讀書筆記技巧', '學習歷程檔案一點通：從定向到歷程檔案一本搞定[高中生撰寫學習歷程工具書](2版)', '一次通過的超速考試法：考試之神的應考戰略，學生、公職、專業證照短期考取', '國考歐趴：心理+技巧鍛鍊.陪考教練教你四個月考上國考!(一品)']"
3384,考試用書,古文30輕鬆讀 飆分複習測驗卷（108課綱）,廖筱雯,鴻漸文化,2022/04/20,優惠價：9折 108元,['NaN']
3385,考試用書,2022公幼教保員專業科目關鍵突破：依最新考試命題要點編寫［十一版］（公幼教保員）,謝坤鐘,千華數位文化,2022/04/20,優惠價：79折 498元,"['世界地圖書：把書變成地球儀!', '2021幼兒園幼教師類教師檢定通關寶典──重點整理+模擬試題+歷年試題：收錄選擇、是非、綜合模擬題型[六版](教師資格檢定/教師甄試)', '新日檢完勝500題N4─N5：文字.語彙.文法', '申請入學贏在書審與面試：附：百字簡述、課程學習成果、高中自主學習計畫、多元表現綜整心得、高中學習歷程反思、就讀動機、未來學習計畫與生涯規劃、自傳、自我介紹、面試等實用範例，適用學測、統測 ：【掌握全書要領，你也可以正取前10】(2版)']"
3386,考試用書,【最新版】銀行招考[臺灣銀行/土地銀行]5合1套書【FIT精熟AA級見證】,三民名師群,三民輔考,2022/04/29,優惠價：75折 1838元,"['2022細說金融基測/銀行招考套書(二)【銀行專業英文+會計學+貨幣銀行學+票據法】', '金融基測/銀行招考：英文【考前衝刺1052題】', '銀行招考[共同+專業]歷屆試題套書(2561道試題100%詳解)', '2022金融基測/銀行招考：會計學【關鍵考題1257題】(贈面試技巧課程)(十六版)', '2022細說金融基測/銀行招考：銀行專業英文【一定會考的1000單字100片語60文法】']"
3387,考試用書,憲法-2大命題重點-司法特考四等(保成)(二版),郭羿,志光教育保成數位出版,2022/04/22,優惠價：79折 198元,['法學緒論─12大常考法規─司法特考四等(保成)']
3388,考試用書,2022年公法大數據實務解讀,嶺律師,波斯納出版有限公司,2022/05/01,優惠價：95折 428元,"['行政法(概要)測驗題好好考', '扒扒飯─雙椒醬', '民事訴訟法學霸筆記書']"
3389,考試用書,臺灣銀行（程式設計人員(一、二)）套書（不含軟體工程）（贈題庫網帳號、雲端課程）,鼎文公職名師群,鼎文,2022/05/13,優惠價：7折 1666元,"['會計學(概要)測驗題庫', '111年【推薦首選─重點整理試題精析】合作金庫(一般金融人員)套書(贈英文單字書、題庫網帳號、雲端課程)', '銀行招考[共同+專業]歷屆試題套書(2561道試題100%詳解)', '111年【推薦首選─重點整理試題精析】華南銀行(一般行員─一般行員、原住民組)套書(贈英文單字書、題庫網帳號、雲端課程)', '2020銀行﹝輕鬆成為邏輯達人﹞數理邏輯(邏輯推理)〔銀行〕﹝贈學習診斷測驗、讀書計畫表﹞']"
3390,考試用書,公共安全救援潛水百科全書,張旗元,張旗元,2022/05/16,優惠價：9折 1350元,"['消防警察專業英文(2版)', '各類場所消防安全設備設置標準表解(含潔淨區消防安全設備設置要點&水道連結型自動撒水設備設置基準)(9版)', '警報與避難系統消防安全設備總整理(3版)[適用消防設備師/士、消防警察三/四等考試、消防系所使用]', '熱銷!2022消防設備人員(消防設備士/師)套書：專有名詞條列式的整理，統計數據完整呈現，考照首選教材!', '新版圖解水系統滅火設備(三版)']"
3391,考試用書,【最完善重點整理】2023全新「細說」初考五等：英文,"簡捷,拿芬",宏典文化,2022/05/13,優惠價：79折 379元,"['【最完善重點整理】2023全新「細說」初考五等：最新公民', '【最完善重點整理】2023全新「細說」初考五等：國文(含公文格式用語)【複選題特訓】']"
3392,考試用書,法學緒論(大意)關鍵命題焦點題庫與解析(高普考‧三、四等特考‧初等‧司法‧警察‧升等考‧各類相關考試專用),尹力,志光教育科技,2022/04/30,優惠價：79折 514元,"['法學緒論(高普考.三、四等特考.升等考.地方特考.一般警察.鐵路特考.司法特考.各類相關考試適用)', '公民主題式+歷屆試題完整詳解(初、五等考試適用)', '國文完全攻略(包括公文格式用語)(初等考、地方五等、各類特考適用)', '法學緒論(大意)秒速記憶(高普、初、地方特考、三四五等特考、國民營、各類相關考試適用)', '法學大意(初等考試.五等特考適用)']"
3393,考試用書,2022主題式會計事務(人工記帳、資訊)丙級 技能檢定術科滿分題庫：符合最新檢定規範〔會計丙級技術士〕,林惠貞,千華數位文化,2022/05/20,優惠價：79折 356元,['2022主題式會計事務(人工記帳、資訊)丙級 技能檢定學科滿分題庫：符合最新檢定規範及IFRS規定(會計丙級技術士)']
3394,考試用書,【重大修法更新＋強化會計處理單元】衍生性金融商品銷售人員 速成（2022年5月版）,柳威廷,宏典文化,2022/05/16,優惠價：79折 316元,"['【對應最新修法】投資型保險商品第一科 速成(增修訂八版)', '2022金融科技力知識檢定主題式題庫(含歷年試題解析)：必讀關鍵全在這一本(金融科技力知識檢定)', '金融科技力.2021年版', '【依據最新產險題庫彙編重點】財產保險業務員 速成(增修訂六版)', '【對應最新題型全面翻新重點】金融科技力知識 速成(2021年12月版)']"
3395,考試用書,實務最前線 民法X民訴（2版）,"丁偉,允文,宇人,周瑜",學稔出版社,2022/05/31,優惠價：79折 237元,['NaN']
3396,考試用書,上榜模板 刑事訴訟法（3版）,周易,學稔出版社,2022/05/18,優惠價：79折 514元,"['非本科系六連榜司法官學霸告訴你：這樣做就只能上榜了啊', '實務最前線 刑法X刑訴(2版)', '綜合法學(試題本&解析本)第一試模擬Q&A─2022律師.司法官(保成)(二版)']"
3397,考試用書,國文科歷屆大考試題分類解密(108課綱)(附解答本),三民國文編輯小組,三民,2022/04/20,優惠價：95折 190元,['生物科歷屆學測試題分類解密(含解答本)(二版)']
3398,考試用書,國營事業「搶分系列」【經濟學（含概要）】 （重點內容快速入門‧歷屆試題一手掌握）(10版),平心,鼎文,2022/04/25,優惠價：79折 458元,['國營事業「搶分系列」【管理學】(出題考點掌握‧完美圖表整合‧最新試題精解)(9版)']
