,分類,書名,作者,出版社,出版日期,優惠價,也買了
1854,宗教命理,指向終末的創世記,莊東傑,道聲出版社,2022/05/13,優惠價：9折 648元,"['耶穌：我的自傳(軟精裝)', '看哪!末世：啟示錄研讀', '多元世界中的四種救贖觀', '山寨版的上帝', '耶穌：我的自傳(硬精裝)']"
1855,宗教命理,"YES,I can豐盛顯化：我的美好生活提案（夢想無限鑰匙版，附馬卡龍色筆）",顯化事務所,靛藍出版有限公司,2022/05/10,優惠價：9折 358元,"['財富豐盛吸引力：28個豐盛指引，開發內心能量，扭轉未來人生', '全方位身心覺察自我療癒轉化生命全書(兩款封面，隨機出貨)', '奇蹟課程(新譯本)(三冊盒裝不分售)', '光的課程靈修系列1：開啟內在生命之光的途徑(附光碟)', '生命之花的靈性法則2：啟動梅爾卡巴光體，擴展心靈能量']"
1856,宗教命理,信仰的奧秘,謝順道,腓利門實業股份有限公司,2022/05/16,優惠價：9折 180元,"['信仰的理解──詮釋與批判', '信仰與理性', '信仰的未來：宗教的興衰與靈性時代的復甦', '安息日的真諦', '耶穌的道路']"
1857,宗教命理,蕅益大師開示語錄,"蕅益大師,僧懺法師",華夏出版有限公司,2022/06/10,優惠價：79折 237元,"['伏藏傳奇：蓮花生大士全傳(全套三冊+3D書盒+限量蓮師財神卡)', '我的老師林仁波切【達賴喇嘛親自為老師作傳】', '當光亮照破黑暗：達賴喇嘛講《入菩薩行論》<智慧品>', '先幸福，再開悟!：措尼仁波切指引「微細身」實修法', '無上菩提修行藍圖：《大乘莊嚴經論》解說(上)']"
1858,宗教命理,牛伯伯陪你讀〈金鎖賦〉、〈銀匙歌〉,黃崇城,國家,2022/05/10,優惠價：9折 225元,['NaN']
1859,宗教命理,二十一世紀審判的源起,若逢木子,白象文化,2022/06/01,優惠價：79折 198元,['[MUJI無印良品]柔舒水洗棉枕套/50/米色']
1860,宗教命理,21世紀的教會論：如何形塑信仰群體,"曾宗盛,孫寶玲,賴弘專,吳孟翰,徐萬麟,張志偉,陳寬義,陳尚仁,蔡慈倫,林汶娟",橄欖,2022/06/03,優惠價：79折 332元,"['耶穌：我的自傳(軟精裝)', '21世紀門徒現場：實踐神學新探索', '山寨版的上帝', '世界在等待的門徒', '耶穌：我的自傳(硬精裝)']"
1861,宗教命理,湖中船：航向風浪是為了經歷平安,"派屈克．施文克,露絲．施文克",道聲,2022/06/10,優惠價：79折 205元,"['覺醒的靈魂1：魯益師談信仰', '放掉頭腦吧!你就是你的念頭—跳出惡念，奪回你每一個念頭!', 'Gift', '嘿!少在那邊假裝沒事好嗎?：給正在付出的你28封信【平裝雙面書衣版】', '與神同行的8個微習慣：從混亂焦慮到身心安頓，徹底美好生活的祕密']"
1862,宗教命理,廣澤尊王文化的境內與跨境傳播,唐山出版社,more,2022/05/23,優惠價：9折 342元,"['靈驗2.我在人間發現拜拜真正的力量：穿透人心與靈界的求神祕辛', '真儀遊虛 ：道教研究的新視域(儀式卷)', '女巫安娜的魔藥草配方書', '臺灣的媽祖信仰', '西佛國：府城五代粧佛世家傳奇']"
1863,宗教命理,全方位星座、血型、生肖職場人際縱橫手冊,六分儀,讀品文化,2022/06/01,優惠價：79折 198元,"['月亮金星行運全書：家庭、情感與金錢的命運時刻表', '占星學全指引：了解你的星座與星盤，初學與進階必備案頭書', '四女神星：神話、心理與占星學中陰性能量的重現——穀神星、灶神星、婚神星與智神星', '恆星占星全書：探尋人生的主題與靈魂的目的', '人際關係占星學：從星盤看見愛情、性與人際間的契合度']"
1864,宗教命理,超越的使命(簡)(精裝),龔文輝,使者,2022/04/15,優惠價：9折 315元,"['到處都是小教會(精裝)：不受限於教堂建築，你也能使神的家遍滿全地', '耶穌：我的自傳(軟精裝)', '希伯來書注釋(精裝)', '思想錄(上)', '耶穌：我的自傳(硬精裝)']"
1865,宗教命理,相理衡真完整本,陳希夷,進源書局,2022/04/18,優惠價：9折 450元,"['學姓名學，這本最好用(附光碟)', '神算一本通：手相面相綜合論命', '麻衣相法完整本', '麻衣相法─附.神相鐵關刀', '手相一本通《懂手相，先看這本書》']"
1866,宗教命理,怡然富足最吉運,太陽盛德,天圓文化,2022/05/05,優惠價：9折 347元,"['靈魂永生', '馬雅260—來自星際馬雅的能量訊息，20個圖騰X13個調性，跟隨宇宙大自然的頻率，回歸自己的生命之流', '克里希那穆提： 最初與最後的自由', '個人實相的本質﹝世紀新修版﹞', '生命之書：365日的靜心冥想']"
1867,宗教命理,內觀法要(三版),"阿薑達磨多羅,帕奧禪師,毗瑪拉蘭希法師",大千,2022/04/21,優惠價：9折 324元,['內觀實踐【2020紀念版】']
1868,宗教命理,我是「愛」我就是「紫微星」我奉天命帶領「神的孩子們」回家,黃,白象文化,2022/05/01,優惠價：9折 300元,['Frank Martin：Concertos for 7 Wind Instruments/Passacaglia/Violin Concert， etc.']
1869,宗教命理,神、啟示、權威（五）精選本：神的屹立與常在-第一部分,卡爾.亨利,校園書房,2022/05/05,優惠價：9折 405元,['NaN']
1870,宗教命理,大蒙山施食儀規,不動上師,華夏出版有限公司,2022/06/10,優惠價：79折 158元,"['圖解冥想(新版)', '佛教基本知識', '法會50問', '轉念助度法', '居士50問']"
1871,宗教命理,禪宗無門關,無門慧開禪師,華夏出版有限公司,2022/06/10,優惠價：79折 237元,"['無門關譯解', '佛陀不廢話：極簡佛法入門問答', '一行禪師 你可以不生氣：佛陀的最佳情緒處方', '清淨道次第禪修地圖：讀懂阿毘達摩的理論與實踐', '哲學家的學佛筆記：關於「離苦得樂」的思索與修行']"
1872,宗教命理,經歷奇妙恩典(精裝)：基督教神學入門(下),雷雪倫,使者,2022/05/23,優惠價：9折 342元,"['舊約縱覽(精裝)：通往真理的金鑰', '基督信仰入門', '解放神學', '恩典現場：在破碎世界中尋索上帝', '耶穌基督的上帝']"
1873,宗教命理,BOOK OF PROVERBS(New Living Translation),Alabaster,Alabaster,2022/05/25,優惠價：95折 884元,"['聖經：和合本(黑色皮面燙金壓紋金邊)', '聖經：當代譯本(橘色皮面燙金壓紋拇指索引拉鍊金邊)', '聖經：和合本(星空紅字翻口彩繪精裝)', '聖經：和合本(復古索引紅字金邊精裝)', '聖經：和合本(紅色麂皮拉鍊索引金邊)']"
1874,宗教命理,The Buddhist Maritime Silk Road,Lewis R. Lancaster,佛光,2022/06/03,優惠價：95折 342元,"['現代佛法十人：楊仁山、太虛、歐陽竟無、虛雲、弘一、印光、圓瑛、呂澂、法尊、慈航 (全十冊)：(改變近代佛教發展的十位大師，若要了解他們的生平、他們帶來的影響、他們如何重振佛教，必不能錯過的經典文選)', '一所生命的學校：A School of Life', '生命探索繪圖ABC：生命能量 欣欣向榮(B冊)', '蓮師傳：蓮花生大士的生平故事', '手繪圖解.佛教史：不可不知的88則經典佛學知識 ╳ 100幅趣味插畫，秒懂深奧佛學，離苦得樂不遠矣!']"
1875,宗教命理,領袖真性情：由心而發的八個領導智慧,彼得．史卡吉羅,宗教教育,2022/05/03,優惠價：9折 432元,"['瓦器裡的寶貝：透過艾瑞克森心理社會發展理論、薩提爾家族治療，以及阿德勒個體心理學專業詮釋，引導內在的自我探索和自我照顧', '妳的價值不在別人的眼光裡', '危險的禱告', '與神對話的一年：寫給女人的52則聖經啟示', '讓教學成為一場靈性饗宴：靈性教育三部曲.序幕']"
1876,宗教命理,從割裂到圓融的生命境界(中英對照),關俊棠,宗教教育,2022/06/10,優惠價：79折 324元,"['覺醒的靈魂1：魯益師談信仰', '一路愛到底', '與神同行的8個微習慣：從混亂焦慮到身心安頓，徹底美好生活的祕密', '在親密關係中活出最好的生命：給基督徒夫妻的「抱緊我」對話', '活出美好(精裝)：7個挖掘生命潛藏金礦、扭轉人生格局的關鍵之鑰!']"
1877,宗教命理,平安最幸福,釋果暉,財團法人法鼓山文教基金會-法鼓文化,2022/06/09,優惠價：9折 252元,"['世界上最快樂的人', '橘子禪：呼吸，微笑，步步安樂行(三版)', '放下的幸福：聖嚴法師的47則情緒管理智慧(大字版)', '淡定的智慧：找回心平氣和、快樂自在的人生100幸福課', '突破「無知」的壁壘：科學與佛教的震撼對話!有助打破大腦的「自我」框架，消除煩惱最佳指南']"
1878,宗教命理,戒律學綱要 （四版）,聖嚴法師,財團法人法鼓山文教基金會-法鼓文化,2022/06/09,優惠價：9折 315元,"['步步成佛：華嚴入門與十地修行', '佛學掃盲真言', '怎樣做個佛光人(二版)', '圖解冥想(新版)', '大蒙山施食儀規']"
1879,宗教命理,幸福告別：聖嚴法師談生死關懷（大字版）,聖嚴法師,財團法人法鼓山文教基金會-法鼓文化,2022/06/09,優惠價：9折 198元,"['當和尚遇到鑽石套書(5冊)', '和好：療癒你的內在小孩(三版)', '度：聖嚴師父指引的33條人生大道', '好心‧好世界：聖嚴法師談心靈環保(二版)', '放下的幸福：聖嚴法師的47則情緒管理智慧(大字版)']"
1880,宗教命理,步步成佛：華嚴入門與十地修行,釋法源,財團法人法鼓山文教基金會-法鼓文化,2022/06/09,優惠價：9折 198元,['NaN']
1881,宗教命理,薩滿神聖藝術：祝福、療癒、能量──七十二幅滋養生命的靈性畫,費絲‧諾頓,橡樹林,2022/06/11,優惠價：79折 379元,"['父母並非不愛你，卻又讓你傷痕累累的「隱性虐待」：如何療癒童年傷痕，走出原生家庭所給的痛苦情緒', '羞辱創傷：最日常，卻最椎心的痛楚', '說不出口的，更需要被聽懂：11個暖心對話練習，走進孩子的心', '情緒取向治療全解析：EFT如何療癒個人、伴侶與家庭']"
1882,宗教命理,聖五傷畢奧神父傳：當代最偉大的密契經驗者，被神蹟環繞的一生,伯納德．盧芬,啟示,2022/06/11,優惠價：79折 419元,"['宗教經驗之種種', '東洋冥想的心理學：從易經到禪', '由救贖到靈性︰當代日本的大眾宗教運動', '日本神明、神社與神話：了解日本神明信仰，從這本書開始', '勇敢層級：用你喜歡的方式，活出你自己']"
1883,宗教命理,一場海子詩歌與路加福音的對話：中國人的回家之路與耶穌基督的關係,楊曉莉,橄欖,2022/06/10,優惠價：79折 379元,"['神學旅人：神學人的朝聖之旅', '在我裡面的：從約翰福音尋生命之道', '暴風雨中的家庭：十架如何醫治家庭', '觸摸看不見的上帝：從心理學探索基督信仰', '愛在流行：一個基督徒的談話省思']"
1884,親子教養,兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說,黑川伊保子,時報出版,2022/04/26,優惠價：79折 277元,"['老公使用說明書：腦科學專家教的——夫婦善哉70年聖經!在妳將老公當「大型垃圾」丟棄之前，請先看這本書。', '老婆使用說明書：腦科學專家教的 夫婦善哉70年聖經!如何和不講理的老婆相處?老公此生最大的專案管理。', '媽媽使用說明書', '不敗學習力：學霸都在用的10大聰明讀書法', '剛剛好的管教：放心與放手，讓孩子長出自信和力量', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '家人使用說明書：腦科學專家寫給總是被家人一秒惹怒的你', '原子習慣：細微改變帶來巨大成就的實證法則', '穿越故宮大冒險7：驚天動地多寶格(限量贈故宮人氣國寶貼紙)', '卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '如果生物課都這麼ㄎㄧㄤ!【動物知識噴笑漫畫】豬狗貓激萌演出，笑到你滿地找頭', '底層邏輯：看清這個世界的底牌', '輕鬆當爸媽，孩子更健康：超人氣小兒科醫師黃瑽寧教你安心育兒【暢銷增訂版】', '女兒是吸收媽媽情緒長大的：獻給世上所有女兒、母親、女性的自我修復心理學', '小學生高效學習原子習慣 (附贈小學生考試學習自學手冊)：拆解8大策略X23個實作心法，引導孩子學習如何學', '勇敢的獅子兄弟(北歐理事會兒童青少年文學獎獲獎作品)']"
1885,親子教養,練心：李崇建與雨果幼兒園的薩提爾教育實踐,"李崇建,林文煌",親子天下,2022/05/04,優惠價：79折 316元,"['薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '你背負了誰的傷：從家庭的原生三角關係，療癒代際傷害', '薩提爾的對話練習(十萬冊融冰紀念版，內附精美薩提爾練習專用練習本《冰山練習曲》)：以好奇的姿態，理解你的內在冰山，探索自己，連結他人', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '李崇建談冰山之渴望：幸福的奧義(上下冊不分售)', '直捷之道【阿迪亞香提的覺醒課】：30堂課，體驗真正的開悟和解脫', '小學生高效學習原子習慣 (附贈小學生考試學習自學手冊)：拆解8大策略X23個實作心法，引導孩子學習如何學', '卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '精準提問：找到問題解方，培養創意思維、發揮專業影響力的16個提問心法', '心教：點燃每個孩子的學習渴望', '薩提爾縱深對話：李崇建與學思達夥伴的提問與實踐', '你以為的偶然，都是人生的必然：通透好命的本質，解生活的憂，排人生的苦', '遊戲人生72變：線上‧實體遊戲教學一本通', '教室裡的對話練習：當學思達遇見薩提爾', '專題式學習，從小就能開始!', '給長耳兔的36封信：成長進行式', '允許悲傷：最溫柔的療癒', '其實，你不是你以為的自己：療癒成長的創傷，還原靈性的美好', '斷食善終——送母遠行，學習面對死亡的生命課題', '薩提爾的親子對話：每個孩子，都是我們的孩子 從實戰經驗淬鍊超強親子對話(附超擬真實作練習)']"
1886,親子教養,歡迎光臨心情聊天室：給少年的74個情緒解方(校園篇),楊俐容,未來出版,2022/05/06,優惠價：9折 342元,"['兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '不敗學習力：學霸都在用的10大聰明讀書法', '【星巴克】派克市場咖啡豆200g 派克市場', '魔法十年屋特別篇1+2套書(獨家套書加贈限量魔法師鑰匙圈)', '穿越故宮大冒險7：驚天動地多寶格(限量贈故宮人氣國寶貼紙)', '科學發明王33：節能減碳', '成為更好的自己：未來少年的18堂心理必修課', '晨讀10分鐘：做自己，不一定要叛逆(附閱讀素養題本)', '歡迎光臨心情聊天室：給少年的情緒解方(家庭篇+校園篇)', '羞辱創傷：最日常，卻最椎心的痛楚', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', 'MILAN 雲彩朵朵圓桿色鉛筆6色', '【令和】KF94 韓版 醫療級成人立體口罩|10入/盒 珊瑚橘', '【TOMBOW日本蜻蜓】ippo兒童學習防滑六角點點鉛筆─2B黃', '逃離吧!腳就是用來跑的(獨家加贈限量解憂便利貼)', '剛剛好的管教：放心與放手，讓孩子長出自信和力量', '機密任務2：代號K，快來解除世界危機', '字的傳奇3：搶救倉頡爺爺', '小學生高效學習原子習慣 (附贈小學生考試學習自學手冊)：拆解8大策略X23個實作心法，引導孩子學習如何學']"
1887,親子教養,你的賦權，是最好的成全：讓孩子踏上勇於跨界的生命旅程,謝智謀,親子天下,2022/06/06,優惠價：79折 284元,"['登峰：一堂改變生命、探索世界的行動領導課', '遊戲人生72變：線上‧實體遊戲教學一本通', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '塗鴉吧!用視覺模板翻轉人生：6種框架x4個步驟，學習、工作、時間管理全搞定', '晨讀10分鐘：做自己，不一定要叛逆(附閱讀素養題本)', '羞辱創傷：最日常，卻最椎心的痛楚', '我在地球的奇異旅程', '專題式學習，從小就能開始!', '從讀到寫，林怡辰的閱讀教育：用閱讀、寫作， 讓無動力孩子愛上學習', '溝通分析心理學經典1【人間遊戲】：拆解日常生活每一個互動、每一段對話中的真實密碼', '用電影和孩子談生命中重要的事：85部好片 X 200道提問，親師必備的引導對話指南', '你以為的偶然，都是人生的必然：通透好命的本質，解生活的憂，排人生的苦', '畫人測驗的實作與解讀', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '薩提爾的對話練習(十萬冊融冰紀念版，內附精美薩提爾練習專用練習本《冰山練習曲》)：以好奇的姿態，理解你的內在冰山，探索自己，連結他人', '不敗學習力：學霸都在用的10大聰明讀書法', '離島星星數一數 逃出數學的密室(附 超實用攻略本)', '【池上鄉農會】剝皮辣椒 ─ 450g/罐', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)']"
1888,親子教養,不動怒，與亞斯伯格症孩子親近溝通,王意中,寶瓶文化,2022/05/24,優惠價：79折 269元,"['不讓你孤單：破解亞斯伯格症孩子的固著性與社交困難', '陪伴孩子的情緒行為障礙', '化解孩子的「對立反抗」', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '覺察孩子的焦慮危機：咬手、拔頭髮、猛眨眼……從辨識警訊開始，讓孩子學會紓解焦慮，安定成長', '301個過動兒教養祕訣', '學習障礙：逃不出的學習噩夢', '說不出口的，更需要被聽懂：11個暖心對話練習，走進孩子的心', '逃離吧!腳就是用來跑的(獨家加贈限量解憂便利貼)', '當過動媽遇到亞斯兒，有時還有亞斯爸', '不敗學習力：學霸都在用的10大聰明讀書法', '我爸爸超厲害!', '孩子不專心，媽媽怎麼辦?', '星星的孩子其實可以更好──曲智鑛老師的27種自閉症特質實證本位訓練法，教出孩子的生活自理、社交溝通和工作能力', '戒掉孩子的拖延症', '你被孩子3C勒索嗎?', '【星巴克】濾掛咖啡─家常咖啡(4入/盒) 家常咖啡', '不吼不叫，激發孩子內在學習力', '原子習慣：細微改變帶來巨大成就的實證法則', '羞辱創傷：最日常，卻最椎心的痛楚']"
1889,親子教養,升級孩子的語言力：光光老師╳美希老師的40堂語言發展課,"光光老師（廖笙光）,美希老師（葉美希）",遠流,2022/05/26,優惠價：79折 300元,"['剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '表達力決定你是誰：提升表達力，成為自己期待的樣子', '空心人：擁抱渴望被愛的靈魂【獨家書衣親簽版，加贈心理練習卡2張組(兩款隨機出貨)】', '說不出口的，更需要被聽懂：11個暖心對話練習，走進孩子的心', '薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '練心：李崇建與雨果幼兒園的薩提爾教育實踐', '高手詞彙必修課：70個贏得話語權，打造文字亮點的強力詞彙使用法', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '知識複利：將內容變現，打造專家型個人品牌的策略', '0~3歲給對愛就不怕寵壞：兒童權威心理醫師的心靈育兒法，化情緒難處為正面力量，陪伴孩子安心探索成長之路', '群加 PowerSync 3P轉2P電源轉接頭(TYN39A)', '卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '溫和且堅定的正向教養：姚以婷審定推薦，暢銷全球40年的阿德勒式教養經典，教出自律、負責、合作的孩子，賦予孩子解決問題的能力', '媽媽，你會永遠愛我嗎?', '南僑水晶葡萄柚籽抗菌洗手皂120g/盒', '遊戲式情緒教養魔法書 ：教育現場也適用!遊戲治療師專為3~9歲設計，101種協助孩子克服焦慮、調節情緒、促進連結的親子遊戲!']"
1890,親子教養,寫給中學生看的AI課：AI生態系需要文理兼具的未來人才,蔡宗翰,三采,2022/04/22,優惠價：79折 332元,"['不敗學習力：學霸都在用的10大聰明讀書法', '富小孩與窮小孩：給現代青少年的24堂財務思維課', '製造數據科學：邁向智慧製造與數位決策', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '卡片盒筆記：最高效思考筆記術，德國教授超強秘技，促進寫作、學習與思考，使你洞見源源不斷，成為專家', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '漫畫大英百科【文明文化5】：未來職業', '變化中的世界秩序：橋水基金應對國家興衰的原則', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', 'NSCA運動科學(附彩圖光碟)', '做孩子需要的媽媽，就好：教授媽媽郭葉珍〔聽、愛、馭〕三步驟，化解衝突，讓孩子願意聽你說', '艾惟諾葡萄柚活力淨亮護手霜50g', '只是開玩笑，竟然變被告?：中小學生最需要的24堂法律自保課', '【博客來獨家限量】你好，這裡是記憶花店(透‧深藍書衣版)', '以太，下一波贏家：第一本以太幣的投資專書(隨書附贈「加速入圈超值包」)', '商業模式轉型：獲利世代2 價值創新的6大途徑', '過目不忘的文轉圖深化記憶法：跟著世界記憶權威用大腦最節能的學習途徑，讓你的輸出有觀點，學習力、企劃力、專注力全面升級', '只是開玩笑，竟然變被告2：中小學生和老師家長都需要的法律自保課', '2030科技趨勢全解讀：元宇宙、AI、區塊鏈、雲端、大數據、5G、物聯網，七大最新科技一本就搞懂!', '一個操盤手的虧損自白：長銷30年的獲利經典']"
1891,親子教養,終於開始反抗了：汪培珽手記11,汪培珽,愛孩子愛自己,2022/05/10,優惠價：79折 253元,"['兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '再抱一下', '好言相勸：汪培珽想對大孩子說的話', '不罵：汪培珽手記拾', '金菱網洗衣袋 防纏繞/貼身衣物洗衣網 文胸袋17×15cm', '[MUJI無印良品]懷舊棉花糖/1個(S)', '前青春期的孩子 情緒像隻貓：管不住!講不聽! 父母該學會和設限一樣重要的事', '不敗學習力：學霸都在用的10大聰明讀書法', '最有梗的人體教室：針筒兄弟與他們的器官小夥伴', '善存 醫用口罩(未滅菌)─成人立體型 藍莓優格(25入/盒)', '金菱網洗衣袋 防纏繞/貼身衣物洗衣網 中號40x50cm', '這個是什麼?那個是什麼?', '不動怒，與亞斯伯格症孩子親近溝通', 'LION日本獅王 牙周抗 敏牙刷 單入 (顏色隨機出貨)', '【MOTEX 摩戴舒】醫用口罩 小臉款 櫻花粉(30片/盒) 櫻花粉', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', '臭臉的歲月', '魔法十年屋特別篇1+2套書(獨家套書加贈限量魔法師鑰匙圈)', '成語怪探：沒道理的B計畫', '逃離吧!腳就是用來跑的(獨家加贈限量解憂便利貼)']"
1892,親子教養,給不小心又對孩子大吼大叫的你：韓國最強教養軍師的9大育兒方案，養出「好好講就會聽」的孩子,崔旼俊,采實文化,2022/05/25,優惠價：79折 300元,"['教養，從改變說話口氣開始：開啟孩子「正向人生」的31個教養關鍵句', '教養，從跟孩子的情緒做朋友開始：孩子鬧脾氣，正是開發全腦的好時機', '父母的情緒，孩子都知道：與孩子一同練習調節情緒溫度，爸媽不失控，孩子才能做情緒的主人', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '大吼大叫的企鵝媽媽', 'TEAM 十銓 500X 32GB MicroSD UHS─I 記憶卡 (含轉卡+終身保固)', '怪傑佐羅力60：怪傑佐羅力太空大作戰', '國家地理終極昆蟲百科', '創意啟蒙認知翻翻書：形狀躲貓貓(50個翻頁)', '致，被兒子搞瘋的媽媽：秒懂兒子心事，療癒媽媽心靈，不吼不叫也能養出好兒子', '穿越故宮大冒險7：驚天動地多寶格(限量贈故宮人氣國寶貼紙)', '屁屁偵探動畫漫畫5 噗噗 怪盜U對上怪盜U?!(怪盜U頭冠限量版)', '叭!叭!叭!這是什麼車?', '爸媽不用忍的正向教養：改掉頂嘴、動作慢、依賴、行為退化、缺乏成就動機……的免爆氣親子對話範本', '國家地理終極海洋百科', '恆溫教養：成為父母，要當「恆溫計」而非溫度計!用耐心回應孩子的情緒，用理解安定孩子心靈，構築坦率的信任關係，維持愛的恆溫!']"
1893,親子教養,塔木德親子財富課：向猶太人學致富，從小開始,金今善,遠流,2022/04/27,優惠價：79折 277元,"['打造小小巴菲特 贏在起跑點：陳重銘的親子理財15堂課', '孩子，我們來談錢：從7歲開始給他零用錢，不如教他變有錢', '薩提爾的故事溝通：陪孩子練習愛，在愛中學習成長', '不敗學習力：學霸都在用的10大聰明讀書法', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說', '運用心智圖，72小時5000單QR Code版(隨書附作者完全解說音檔QR Code)', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '魔法十年屋特別篇1+2套書(獨家套書加贈限量魔法師鑰匙圈)', '馬哈親子理財10堂課：存錢、花錢、賺錢，魔法便利貼的金錢教養', '把小錢滾成大財富：愈早看破愈早財務自由的存錢迷思', '進步一點點，人生就會不一樣', '幫助每一個孩子成功：發展正向性格，培養面對未來挑戰所需的恆久能力', '[MUJI無印良品]聚丙烯檔案盒.標準型.寬.1/2.白灰.約15x32x12cm', '塔木德─猶太人的致富聖經：1000多年來帶領猶太人快速累積財富的神祕經典[修訂版]', '[MUJI無印良品]聚丙烯檔案盒.標準型.寬25CM.1/2.白灰', '[MUJI無印良品]聚丙烯檔案盒.標準型.寬25CM.白灰', '6年存到300張股票2022修訂版：股子股息讓股票零成本', '知識複利：將內容變現，打造專家型個人品牌的策略', '邊玩邊學的親子自然遊樂園：動動腦.動動手與孩子一起親近自然的遊戲提案書', '療癒的飲食與斷食：新時代的個人營養學']"
1894,親子教養,歡迎光臨心情聊天室：給少年的情緒解方(家庭篇+校園篇),楊俐容,未來出版,2022/05/06,優惠價：9折 684元,"['[星巴克]芥末風味星格脆', '在說出再見之前【百萬暢銷小說《在咖啡冷掉之前》迸淚續作】', '魔法十年屋特別篇1+2套書(獨家套書加贈限量魔法師鑰匙圈)', '穿越故宮大冒險7：驚天動地多寶格(限量贈故宮人氣國寶貼紙)', '【博客來獨家限量】你好，這裡是記憶花店(透‧深藍書衣版)', '我們為什麼要讀書?為什麼要工作?： 認識世界與自己，啟動未來無限可能(全套兩冊)', '機密任務2：代號K，快來解除世界危機', '老公使用說明書：腦科學專家教的——夫婦善哉70年聖經!在妳將老公當「大型垃圾」丟棄之前，請先看這本書。', '機密任務3：代號V，用愛的料理決戰吧!', '洛克菲勒寫給兒子的三十封信(新版)', '小小世界【本屋大賞第3名、直木賞入圍作】(博客來獨家封面)', '化解孩子的「對立反抗」', '【MUJI 無印良品】掃除系列/縫隙清潔刷', '科學發明王33：節能減碳', '不動怒，與亞斯伯格症孩子親近溝通', '機密任務1：代號X，抓住那個嫌犯!', '歡迎光臨心情聊天室：給少年的74個情緒解方(校園篇)', '老婆使用說明書：腦科學專家教的 夫婦善哉70年聖經!如何和不講理的老婆相處?老公此生最大的專案管理。', '不敗學習力：學霸都在用的10大聰明讀書法', '【荷蘭史翠普】焦糖煎餅250g']"
1895,親子教養,山育兒：山林中我與孩子最親密的時刻,洪毓謙,時報出版,2022/04/19,優惠價：75折 263元,['NaN']
1896,親子教養,孩子說「不」，才會去做：法國父母最信任的育兒專家協助你聽懂孩子的語言,馮絲瓦茲‧多爾多,心靈工坊,2022/06/07,優惠價：79折 348元,"['德國 好立善 超級B群發泡錠(20錠)柳橙口味', '讓手足成為一生的朋友：做個平和的父母，教出快樂的小孩〔與孩子的情緒對焦二部曲〕', '也許你該找人聊聊2：心理師教你大膽修訂自己的人生故事!', '人格的精神分析研究', '原來你什麼都不想要(博客來獨家作者親簽版)', '逃離吧!腳就是用來跑的(獨家加贈限量解憂便利貼)', '從現在開始，帶孩子遠離過敏【暢銷全新改版】(附10個過敏的故事CD)：異位性皮膚炎、過敏氣喘與過敏鼻炎，從預防、控制到治療，給父母的安心提案']"
